Price,Close,High,Low,Open,Volume
Ticker,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X
Date,,,,,
2025-12-09,1.1641442775726318,1.165677785873413,1.1616965532302856,1.1641442775726318,0
2025-12-10,1.1628313064575195,1.165745735168457,1.1622366905212402,1.1628447771072388,0
2025-12-11,1.1701242923736572,1.1759449243545532,1.1683062314987183,1.170192837715149,0
2025-12-12,1.1739431619644165,1.1746740341186523,1.172016978263855,1.1741361618041992,0
2025-12-15,1.1737639904022217,1.1769136190414429,1.1727042198181152,1.1737502813339233,0
2025-12-16,1.1754610538482666,1.18047034740448,1.1746050119400024,1.1755025386810303,0
2025-12-17,1.1749500036239624,1.1757928133010864,1.1704530715942383,1.1749638319015503,0
2025-12-18,1.1742326021194458,1.1758896112442017,1.17134428024292,1.1742188930511475,0
2025-12-19,1.1725666522979736,1.1737502813339233,1.1704120635986328,1.1725391149520874,0
2025-12-22,1.1708093881607056,1.177024483680725,1.1710835695266724,1.1710835695266724,0
2025-12-23,1.1765950918197632,1.18035888671875,1.176429033279419,1.1764428615570068,0
2025-12-24,1.179551362991333,1.1809163093566895,1.1774264574050903,1.179565191268921,0
2025-12-26,1.1785364151000977,1.179940938949585,1.1763044595718384,1.178383708000183,0
2025-12-29,1.1772738695144653,1.1788560152053833,1.1754058599472046,1.1774957180023193,0
2025-12-30,1.1772878170013428,1.1781338453292847,1.1746188402175903,1.1773016452789307,0
2025-12-31,1.1747292280197144,1.1758756637573242,1.1720856428146362,1.1746463775634766,0
2026-01-02,1.175046682357788,1.176747441291809,1.17134428024292,1.1751158237457275,0
2026-01-05,1.1704667806625366,1.1718658208847046,1.166003942489624,1.1706448793411255,0
2026-01-06,1.1714951992034912,1.1745359897613525,1.1684154272079468,1.1716461181640625,0
2026-01-07,1.1688251495361328,1.170548915863037,1.1674468517303467,1.1687841415405273,0
