Price,Close,High,Low,Open,Volume
Ticker,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X
Date,,,,,
2025-12-09,1.3326793909072876,1.335505723953247,1.3290272951126099,1.3329778909683228,0
2025-12-10,1.3303532600402832,1.3340448141098022,1.3297696113586426,1.3303604125976562,0
2025-12-11,1.3388315439224243,1.3437970876693726,1.335594892501831,1.3389031887054443,0
2025-12-12,1.339046597480774,1.3400335311889648,1.3344007730484009,1.3393874168395996,0
2025-12-15,1.3367732763290405,1.3401411771774292,1.3354700803756714,1.336844801902771,0
2025-12-16,1.3380612134933472,1.345406174659729,1.335666298866272,1.3379716873168945,0
2025-12-17,1.342499852180481,1.3426424264907837,1.3313628435134888,1.342624306678772,0
2025-12-18,1.3374598026275635,1.3445378541946411,1.3342405557632446,1.3374526500701904,0
2025-12-19,1.3385393619537354,1.3387418985366821,1.3357733488082886,1.3384193181991577,0
2025-12-22,1.3377031087875366,1.346728801727295,1.3380074501037598,1.3380074501037598,0
2025-12-23,1.3469899892807007,1.3520638942718506,1.34689199924469,1.34689199924469,0
2025-12-24,1.3513604402542114,1.3535462617874146,1.3493820428848267,1.351387858390808,0
2025-12-26,1.3508949279785156,1.3526674509048462,1.3477815389633179,1.350712537765503,0
2025-12-29,1.349727988243103,1.3513513803482056,1.347127914428711,1.350074291229248,0
2025-12-30,1.3510993719100952,1.3530151844024658,1.3451708555221558,1.3509862422943115,0
2025-12-31,1.346719741821289,1.3476543426513672,1.3403388261795044,1.34678316116333,0
2026-01-02,1.347363829612732,1.3501653671264648,1.3435261249542236,1.347490906715393,0
2026-01-05,1.3437970876693726,1.35255765914917,1.3415435552597046,1.3439414501190186,0
2026-01-06,1.3533997535705566,1.356815218925476,1.3492909669876099,1.3534547090530396,0
2026-01-07,1.3500559329986572,1.3517532348632812,1.3470189571380615,1.3500378131866455,0
